Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Billboards
Quirky uterus sale proves successful for cancer care fundraiser,http://www.abc.net.au/local/photos/2014/11/17/4130137.htm,17/11/2014,http://www.abc.net.au/reslib/201411/r1356718_19044035.jpg,Wollongong nurse April Creed has created a comedy listing on eBay to sell her uterus to raise awareness of her cancer treatment fundraising campaign for her best friend Ann Truscott.,Copyright: ABC | Source: ABC | Byline: Justin Huntsdale,"Health:Diseases and Disorders:Breast Cancer,",ABC Illawarra NSW,NSW,Wollongong,"uterus, sale, ebay, ann truscott, cancer, chemotherapy, april creed, medicine, health care, costs, PBS, abc illawarra",-34.4263,150.8927,http://www.abc.net.au/local/photos/2014/11/17/4130137-mediarss.xml,"images/test_word_cloud_0270.png"
The Museum of Truth and Lies,http://www.abc.net.au/local/photos/2014/11/15/4129378.htm,15/11/2014,http://www.abc.net.au/reslib/201411/r1356280_19034003.jpg,The museum watchdog fills much of the exhibition space,Copyright: ABC | Source: ABC Central Victoria | Byline: Jo Printz,"Arts and Entertainment:Library Museum and Gallery, Community and Society:Community Organisations, Education:Subjects:Philosophy,",ABC Central Victoria,VIC,Maryborough,"art, community, philosophy",-37.0471,143.7379,http://www.abc.net.au/local/photos/2014/11/15/4129378-mediarss.xml,"images/test_word_cloud_0271.png"
Gold Coast accountant swaps office job for outback cattle station,http://www.abc.net.au/local/photos/2014/11/14/4128599.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355705_19021335.JPG,"Governess Cait Weaver with Emily and Henry, who she teaches at Budgerygar Station, south of Yaraka in western Queensland.",Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Business, Economics and Finance:Industry:Accounting, Education:Teachers, Human Interest:People, Rural",ABC Western Queensland,QLD,Yaraka,"cait weaver, yaraka, longreach, budgerygar station, cattle, governess, teaching, outback queensland, career, tree change, gold coast, accounting, rural financial counselling, abc rural, blythe moore, ash moore, abc western queensland",-24.8843,144.0737,http://www.abc.net.au/local/photos/2014/11/14/4128599-mediarss.xml,"images/test_word_cloud_0272.png"
How St Mary’s church came to be by the sea,http://www.abc.net.au/local/photos/2014/11/13/4127756.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355263_19021900.jpg,"Originally built in 1880 on the hill in Port Douglas, St Mary’s this week celebrates 25 years since it was saved and reopened at the current site by the sea. Ginni Donovan was part of a group of local women who embarked on a fundraising campaign to save St Mary’s and relocate it to where it stands today.",Copyright: ABC | Source: Supplied | Byline: Douglas Shire Historical Society,"Community and Society, Community and Society:Charities, Community and Society:Charities and Community Organisations, Community and Society:Community Organisations",ABC Far North Qld,,,"St Mary's by the sea, port douglas, chapel, wedding venue, church, beach, history, far north queensland, fnq",,,http://www.abc.net.au/local/photos/2014/11/13/4127756-mediarss.xml,"images/test_word_cloud_0273.png"
The politics of brotherly love,http://www.abc.net.au/local/photos/2014/11/11/4125886.htm,11/11/2014,http://www.abc.net.au/reslib/201411/r1354104_18988080.JPG,"Robert Eckel (left) with his late brother, former Murweh Shire councillor Trevor Eckel (right).",Copyright: ABC | Source: Contributed | Byline: Leonie Eckel,"Government and Politics:Local Government, Human Interest:People,",ABC Western Queensland,QLD,Augathella,"trevor eckel, robert eckel, mechanic, ned and the kellys, cancer, charleville, morven, augathella, local government, politics, election, murweh shire council, councillor, blythe moore, ash moore, abc western queensland,",-25.7943,146.5919,http://www.abc.net.au/local/photos/2014/11/11/4125886-mediarss.xml,"images/test_word_cloud_0274.png"
A Princess makes a new start in Newcastle,http://www.abc.net.au/local/photos/2014/11/17/4129999.htm,17/11/2014,http://www.abc.net.au/reslib/201411/r1356707_19043736.jpg,"Satta Soiree, Clarena, Princess, Satta, Sita and Leone are now safe in the Hunter.",Copyright: ABC | Source: ABC Local | Byline: Jill Emberson,"Community and Society, Community and Society:Immigration, Community and Society:Immigration:Refugees,",ABC Newcastle NSW,NSW,Newcastle,Newcastle: Mornings refugee children orphans africa penola house 1233 abc jill emberson,-32.9298,151.7828,http://www.abc.net.au/local/photos/2014/11/17/4129999-mediarss.xml,"images/test_word_cloud_0275.png"
Lord Howe did he catch this King?,http://www.abc.net.au/local/photos/2014/11/15/4129359.htm,15/11/2014,http://www.abc.net.au/reslib/201411/r1356286_19034234.jpg,James Smith struggles under the weight of his giant Lord Howe Kingfish.,Copyright: ABC | Source: ABC Local | Byline: Lord Howe Islander,"Lifestyle and Leisure,",ABC Central Coast NSW - The Big Fish,NSW,Gosford,"podcast, the big fish, podcasts,",-33.4246,151.3441,http://www.abc.net.au/local/photos/2014/11/15/4129359-mediarss.xml,"images/test_word_cloud_0276.png"
Koolyanobbing town site celebrates 50 years,http://www.abc.net.au/local/photos/2014/11/14/4128812.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355877_19025450.jpg,"Koolyanobbing today has a 750-man mine camp located 2km from the mine, which is operate by Cliffs.",Copyright: ABC licensed | Source: Cliffs Natural Resources | Byline: Supplied,"Rural, Rural:Mining,",ABC Goldfields WA,WA,Koolyanobbing,Koolyanobbing Mine Site Town Name Goldfields goldfields_history anniversary History Southern Cross,-30.8333,119.5333,http://www.abc.net.au/local/photos/2014/11/14/4128812-mediarss.xml,"images/test_word_cloud_0277.png"
"Welcome to G20, Toowoomba style",http://www.abc.net.au/local/photos/2014/11/14/4128669.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355832_19024100.jpg,"In the Toowoomba phone book the coordinates G-20 land you in Harlaxton, a suburb in north Toowoomba.",Copyright: AAP | Source: ABC Southern Qld | Byline: Peter Gunders,"Community and Society, Government and Politics,",ABC Southern Queensland,QLD,Toowoomba,"G20, toowoomba, politics,",-27.5622,151.9528,http://www.abc.net.au/local/photos/2014/11/14/4128669-mediarss.xml,"images/test_word_cloud_0278.png"
Friday Rewind: Mt Gambier Christmas parade - fires on floats and the ‘ladies’ of OGR,http://www.abc.net.au/local/photos/2014/11/14/4128353.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355377_19014578.jpg,"Bikinis, wigs and bare feet: 1962 float entry by OG Roberts amuses spectators.",Copyright: Audience submitted | Source: Supplied | Byline: Stan Moody Collection,"Arts and Entertainment, Arts and Entertainment:Events, Community and Society:History, Human Interest",ABC South East SA,SA,Mount Gambier,"history, mount gambier, christmas parade, pageant, 2014, santa, father christmas, commercial street, blue lake brass band festival, mount gambier city council, fire, 1979",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/11/14/4128353-mediarss.xml,"images/test_word_cloud_0279.png"
Former prisoner of war ticks off item on bucket list with return trip to Broken Hill,http://www.abc.net.au/local/photos/2014/11/13/4127517.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355653_19020055.JPG,Jack Boardman at Menindee Lake.,Copyright: ABC | Source: Supplied | Byline: Tegan Logos,"Defence and National Security:Defence Forces, Defence and National Security:Veterans, Rural:Mining,",ABC Broken Hill,,,"jack boardman, changi, world war two, broken hill, jack absalom",,,http://www.abc.net.au/local/photos/2014/11/13/4127517-mediarss.xml,"images/test_word_cloud_0280.png"
The iconic watering holes of Mackay,http://www.abc.net.au/local/photos/2014/11/14/4128627.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355773_19022833.jpg,Now and then photograph of the Eimeo Hotel in Mackay which features in the book 'Pubs of Mackay 1862-1962'.,Copyright: ABC | Source: | Byline: Daniel Battley,"Community and Society, Human Interest,",ABC Tropical Queensland,QLD,Mackay,"mackay, pubs, motels, history, Glen Hall",-21.155,149.1664,http://www.abc.net.au/local/photos/2014/11/14/4128627-mediarss.xml,"images/test_word_cloud_0281.png"
Maitland rugby league player wins opera scholarship,http://www.abc.net.au/local/photos/2014/11/14/4128675.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355801_19023407.JPG,Daniel Ott from All Saints College in Maitland is making waves in the opera world as the only boy to receive one of four inaugural Regional Student Scholarships from Opera Australia,Copyright: ABC | Source: ABC - Nick Gerber | Byline:,"Community and Society,",ABC Newcastle NSW,NSW,Maitland,"1233, ABC, Newcastle, Mornings, Jill Emberson, Daniel Ott, Opera, Maitland",-32.7407,151.5616,http://www.abc.net.au/local/photos/2014/11/14/4128675-mediarss.xml,"images/test_word_cloud_0282.png"
Old School Trades- Memorial mason,http://www.abc.net.au/local/photos/2014/11/14/4128541.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355685_19020736.jpg,Colin Fenn has been working as a memorial mason for over 30 years.,Copyright: ABC | Source: ABC Local | Byline: Robert Virtue,"Community and Society, Community and Society:Work,",ABC Central West NSW,NSW,Duramana,"Old School Trades, job, employment, history, work, life, people, trades, apprenticeships, Orange, NSW, New South Wales, Australia, 2014, ABC, ABC Central West, ABC Western Plains, Robert Virtue, memorial masonry, headstone, grave, Colin Fenn, death, cemetery",-33.25,149.5667,http://www.abc.net.au/local/photos/2014/11/14/4128541-mediarss.xml,"images/test_word_cloud_0283.png"
Community divided over water tower makeover,http://www.abc.net.au/local/photos/2014/11/13/4128015.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355391_19014998.jpg,"Some locals have suggested painting the water tower like a giant aspirin. Peregian hill resident Phil does not agree. ""I don’t want anything garish or commercial advertising on the site it would devalue, not just commercially speaking but just the whole appearance,"" he said.",Copyright: ABC | Source: ABC | Byline: Jon Coghill,"Community and Society, Community and Society:Urban Development and Planning, Government and Politics:Local Government,",ABC Sunshine & Cooloola Coasts Qld,QLD,Peregian Beach,"Peregian, Peregian water tower, Counsellor Frank Wilkie, Unity Water, Murals Project, Caloundra water tower",-26.4774,153.094,http://www.abc.net.au/local/photos/2014/11/13/4128015-mediarss.xml,"images/test_word_cloud_0284.png"
Kutcha Edwards' homecoming inspires the next generation,http://www.abc.net.au/local/photos/2014/11/14/4128429.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355649_19019993.JPG,Kutcha Edwards speaking to the grade 3 students at Newhaven College.,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Arts and Entertainment, Arts and Entertainment:Music, Community and Society, Community and Society:Community and Multicultural Festivals",ABC Gippsland Vic,VIC,Cowes,abc gippsland shearwater indigenous aboriginal music kutcha edwards black arm band gurrumul,-38.4578,145.2372,http://www.abc.net.au/local/photos/2014/11/14/4128429-mediarss.xml,"images/test_word_cloud_0285.png"
Family tragedy drives Shelley’s passion for healthy living,http://www.abc.net.au/local/photos/2014/11/13/4128038.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355402_19015291.JPG,Shelley Lawton-Williams manages the local pool in Charleville in south-west Queensland and runs regular aqua aerobics classes for local women.,Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Community and Society:Indigenous (Aboriginal and Torres Strait Islander), Health, Human Interest:People,",ABC Western Queensland,QLD,Charleville,"shelley lawton williams, charleville, bidjara, indigenous, aboriginal, torres strait islander, health, murweh shire council, citizen of the year, Marfan's syndrome, blythe moore, ash moore, abc western queensland",-26.407,146.2416,http://www.abc.net.au/local/photos/2014/11/13/4128038-mediarss.xml,"images/test_word_cloud_0286.png"
The Rosie side of island art,http://www.abc.net.au/local/photos/2014/11/13/4127907.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355520_19017812.jpg,"Rosie loves being an artist on an island in the Torres Strait because she is surrounded by inspiring landscapes, people and culture.",Copyright: ABC | Source: ABC Local | Byline: Isaac Egan,"Arts and Entertainment, Arts and Entertainment:Contemporary Art, Arts and Entertainment:Design:Craft, Community and Society",ABC Far North Qld,,,"Thursday Island, TI, artist, Torres Strait, Rosie Wear, art, Islander, far north queensland, the straits, artwork,",,,http://www.abc.net.au/local/photos/2014/11/13/4127907-mediarss.xml,"images/test_word_cloud_0287.png"
Life on Sandie’s shore,http://www.abc.net.au/local/photos/2014/10/23/4113043.htm,23/10/2014,http://www.abc.net.au/reslib/201410/r1345773_18815871.jpg,From fishing and exporting live crayfish to her homemade crayfish pie Thursday Island's Sandie Edwards lives and breathes crayfish.,Copyright: ABC | Source: ABC Local | Byline: Isaac Egan,"Community and Society, Community and Society:Community Organisations, Community and Society:Leadership, Community and Society:Relationships",ABC Far North Qld,,,"Sandie Edwards, Thursday Island, Rebel ferries, Ferry, ferries, buses, bus charter, company Horn to Thursday island airport transfer, Horn Island, crayfish, cray fish, cray, fish, lobster, freediving, free diving, free divers, diving, divers, fisheries, fishing, islander, Torres Strait, Tours",,,http://www.abc.net.au/local/photos/2014/10/23/4113043-mediarss.xml,"images/test_word_cloud_0288.png"
Gippsland commuter frustration factors in state election,http://www.abc.net.au/local/photos/2014/11/13/4127478.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355086_19007547.JPG,"Timothy Miles, waits for a bus at the Moe train station. He says the unreliability of the Gippsland public transport system has made him late for appointments.",Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Business, Economics and Finance:Industry, Business, Economics and Finance:Industry:Rail Transport, Business, Economics and Finance:Industry:Road Transport, Business, Economics and Finance:Industry:Transport",ABC Gippsland Vic,VIC,Bairnsdale,abc gippsland public transport train moe latrobe valley bairnsdale state election labor liberal,-37.8268,147.6086,http://www.abc.net.au/local/photos/2014/11/13/4127478-mediarss.xml,"images/test_word_cloud_0289.png"
